Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
training#851354712448401408#0#0#HSC.conllu	2	16	8.0	6.375	12.5	18.75	6.25	0	0	12.5	0	18.75	0	0	25.0	0	0	0	6.25	0	0.6875	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	50.0	3.0	0	0	0	100.0	0	0	0	2.5	16.0	3.5	1.8571428571428572	4	2.0	1	0	100.0	0	0	0.0	100.0	0	0	0	0	0	6.25	12.5	0	0	0	18.75	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	12.5	0	0	12.5	0	0	0	6.25	6.25	0	0	0	12.5	0	0	100.0	0.0	0	0	0	0	0	0	0	0
training#509997219496615936#0#0#TW-BS.conllu	2	13	6.5	8.416666666666666	7.6923076923076925	15.384615384615385	0	0	7.6923076923076925	0	0	30.76923076923077	0	0	15.384615384615385	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	0.6666666666666666	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.0	3.0	0	0	0	100.0	0	0	0	2.5	13.0	4.0	1.9	6	0	0	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	15.384615384615385	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	15.384615384615385	0	0	7.6923076923076925	15.384615384615385	0	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0	0	0
training#193102555457400832#0#0#TW-SENTIPOLC.conllu	3	30	10.0	4.148148148148148	3.3333333333333335	10.0	6.666666666666667	3.3333333333333335	3.3333333333333335	16.666666666666668	0	13.333333333333334	0	16.666666666666668	3.3333333333333335	10.0	0	0	13.333333333333334	0	0.4444444444444444	33.333333333333336	0	0	66.66666666666667	0	33.333333333333336	66.66666666666667	0	75.0	0	25.0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.3333333333333333	100.0	2.5	25.0	0	0	50.0	25.0	0	0	2.3333333333333335	7.5	3.3333333333333335	2.2916666666666665	8	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	3.3333333333333335	0	6.666666666666667	3.3333333333333335	0	3.3333333333333335	0	10.0	3.3333333333333335	0	0	0	0	0	10.0	3.3333333333333335	3.3333333333333335	0	0	3.3333333333333335	3.3333333333333335	0	0	0	0	0	0	0	6.666666666666667	6.666666666666667	0	0	10.0	3.3333333333333335	0	0	10.0	10.0	0	0	75.0	25.0	100.0	0.0	1.0	100.0	0	0	0	0
training#524290784317931521#1#0#TW-BS.conllu	2	15	7.5	5.75	13.333333333333334	0	13.333333333333334	6.666666666666667	6.666666666666667	6.666666666666667	0	6.666666666666667	0	6.666666666666667	13.333333333333334	20.0	0	0	6.666666666666667	0	0.6666666666666666	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	1.0	0.0	3.0	0	0	0	100.0	0	0	0	2.5	7.5	3.5	2.2	4	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	13.333333333333334	13.333333333333334	0	0	0	0	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	6.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.666666666666667	6.666666666666667	0	0	20.0	13.333333333333334	0	0	0.0	100.0	0.0	100.0	1.0	100.0	0	0	0	0
training#161738895950757891#0#0#TW-SENTIPOLC.conllu	3	23	7.666666666666667	4.761904761904762	4.3478260869565215	8.695652173913043	8.695652173913043	4.3478260869565215	0	21.73913043478261	0	17.391304347826086	0	4.3478260869565215	4.3478260869565215	8.695652173913043	4.3478260869565215	0	13.043478260869565	0	0.5238095238095238	0	0	0	100.0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.3333333333333333	66.66666666666667	1.3333333333333333	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	0	2.0	5.75	3.3333333333333335	2.5555555555555554	9	1.0	2	100.0	0	0	0	100.0	0.0	50.0	50.0	0	0	0	8.695652173913043	4.3478260869565215	0	0	0	8.695652173913043	0	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	21.73913043478261	0	0	0	0	0	0	0	0	0	0	0	4.3478260869565215	4.3478260869565215	8.695652173913043	4.3478260869565215	0	0	0	0	0	0	8.695652173913043	13.043478260869565	0	0	50.0	50.0	100.0	0.0	2.0	0	100.0	0	0	0
training#834680148280610817#1#0#HSC.conllu	3	16	5.333333333333333	4.285714285714286	0	25.0	0	0	0	6.25	0	6.25	6.25	18.75	18.75	12.5	0	0	6.25	0	0.35714285714285715	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	33.333333333333336	3.0	0	0	0	100.0	0	0	0	1.3333333333333333	16.0	3.0	2.0	6	1.0	2	100.0	0	0	0	100.0	0.0	0.0	100.0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	6.25	0	6.25	6.25	6.25	0	0	12.5	18.75	0	0	100.0	0.0	0	0	0	0	0	0	0	0
test#597320892822265857#1#0#HSC.conllu	2	18	9.0	5.933333333333334	16.666666666666668	11.11111111111111	0	0	0	11.11111111111111	0	22.22222222222222	0	5.555555555555555	11.11111111111111	16.666666666666668	0	0	5.555555555555555	0	0.6666666666666666	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	50.0	4.0	0	0	0	0	100.0	0	0	2.0	18.0	4.0	1.7692307692307692	4	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	16.666666666666668	0	0	0	11.11111111111111	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	5.555555555555555	0	0	0	0	0	0	11.11111111111111	0	5.555555555555555	0	0	5.555555555555555	0	0	16.666666666666668	11.11111111111111	0	5.555555555555555	100.0	0.0	0	0	0	0	0	0	0	0
test#800795054830977029#0#0#HSC.conllu	1	24	24.0	4.708333333333333	12.5	20.833333333333332	4.166666666666667	0	0	25.0	0	20.833333333333332	0	4.166666666666667	0	0	0	0	12.5	0	0.5	0	0	50.0	50.0	0	0	100.0	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	0	66.66666666666667	0	0	0	33.333333333333336	0	6.0	8.0	19.0	3.5652173913043477	19	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	4.166666666666667	0	4.166666666666667	4.166666666666667	4.166666666666667	0	0	0	20.833333333333332	0	0	0	0	0	0	16.666666666666668	8.333333333333334	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	4.166666666666667	0	0	4.166666666666667	12.5	0	0	0	4.166666666666667	0	4.166666666666667	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
test#570695875753848832#1#0#TWITA.conllu	1	24	24.0	5.217391304347826	4.166666666666667	20.833333333333332	4.166666666666667	0	0	25.0	0	16.666666666666668	0	0	16.666666666666668	4.166666666666667	0	0	8.333333333333334	0	0.5217391304347826	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0.0	3.5	0	0	0	50.0	50.0	0	0	4.0	12.0	22.0	3.772727272727273	22	1.0	3	100.0	0	0	0	0.0	100.0	0.0	100.0	4.166666666666667	0	0	4.166666666666667	4.166666666666667	0	0	0	16.666666666666668	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	4.166666666666667	12.5	4.166666666666667	0	0	8.333333333333334	4.166666666666667	0	0	4.166666666666667	4.166666666666667	0	4.166666666666667	0.0	100.0	0.0	100.0	2.0	0	100.0	0	0	0
test#783996952249786368#1#1#HSC.conllu	2	26	13.0	3.7083333333333335	3.8461538461538463	19.23076923076923	0	0	0	7.6923076923076925	0	26.923076923076923	3.8461538461538463	11.538461538461538	3.8461538461538463	7.6923076923076925	3.8461538461538463	0	11.538461538461538	0	0.5	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.0	2.3333333333333335	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	5.0	8.666666666666666	6.0	2.0	6	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	33.333333333333336	66.66666666666667	100.0	0.0	0	0	3.8461538461538463	0	3.8461538461538463	0	0	0	19.23076923076923	0	3.8461538461538463	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	0	0	0	0	3.8461538461538463	3.8461538461538463	19.23076923076923	3.8461538461538463	0	3.8461538461538463	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	3.8461538461538463	0.0	100.0	100.0	0.0	3.0	0	0	100.0	0	0
training#532141692410142720#0#0#TW-BS.conllu	2	18	9.0	6.352941176470588	11.11111111111111	22.22222222222222	0	0	0	16.666666666666668	0	16.666666666666668	0	0	22.22222222222222	5.555555555555555	0	0	5.555555555555555	0	0.5882352941176471	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	50.0	3.0	0	0	0	100.0	0	0	0	2.5	18.0	3.5	1.7333333333333334	6	2.0	1	0	100.0	0	0	0	0	100.0	0.0	0	0	0	0	11.11111111111111	0	0	0	22.22222222222222	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	0	0	11.11111111111111	0	0	5.555555555555555	11.11111111111111	0	0	100.0	0.0	0	0	0	0	0	0	0	0
training#846470524029091841#1#1#HSC.conllu	2	29	14.5	4.521739130434782	0	6.896551724137931	6.896551724137931	6.896551724137931	3.4482758620689653	6.896551724137931	0	13.793103448275861	0	3.4482758620689653	3.4482758620689653	20.689655172413794	10.344827586206897	3.4482758620689653	13.793103448275861	0	0.4782608695652174	0	0	50.0	50.0	0	0	100.0	0	25.0	0	50.0	25.0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	2.0	50.0	2.5	0	25.0	25.0	25.0	25.0	0	0	4.0	7.25	4.5	2.4285714285714284	7	1.0	1	100.0	0	0	0	50.0	50.0	100.0	0.0	0	0	3.4482758620689653	3.4482758620689653	0	3.4482758620689653	6.896551724137931	0	6.896551724137931	3.4482758620689653	3.4482758620689653	0	6.896551724137931	0	0	6.896551724137931	0	0	0	0	0	0	0	0	0	0	0	0	10.344827586206897	3.4482758620689653	3.4482758620689653	0	0	6.896551724137931	3.4482758620689653	0	0	20.689655172413794	6.896551724137931	0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
training#143424847408664576#1#0#TW-SENTIPOLC.conllu	2	26	13.0	4.363636363636363	11.538461538461538	3.8461538461538463	11.538461538461538	3.8461538461538463	0	11.538461538461538	0	11.538461538461538	0	3.8461538461538463	7.6923076923076925	15.384615384615385	3.8461538461538463	0	15.384615384615385	0	0.6818181818181818	0	0	50.0	50.0	0	0	100.0	0	25.0	0	50.0	25.0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	2.0	50.0	2.75	0	25.0	25.0	25.0	0	25.0	0	3.5	6.5	4.5	2.1	5	0	0	0	0	0	0	0.0	100.0	0.0	100.0	3.8461538461538463	0	3.8461538461538463	11.538461538461538	7.6923076923076925	0	3.8461538461538463	0	0	0	3.8461538461538463	0	0	0	0	11.538461538461538	0	0	0	0	3.8461538461538463	0	0	0	0	0	3.8461538461538463	0	7.6923076923076925	3.8461538461538463	3.8461538461538463	0	0	7.6923076923076925	0	0	0	15.384615384615385	7.6923076923076925	0	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0	0
